Team,SP,SP1,SP2,SP3,SP4,SP5,RP,C,1B,2B,3B,SS,LF,CF,RF,DH
HOU,0.9287233588961927,0.9409265378321552,1,0.971119145626246,0.8850792283938345,0.8727283749182154,0.9719075189243569,1.112205767666019,1.1422583006855256,0.8668647185163083,0.8968241607747824,1.048397037100206,0.8380158894832417,0.9695545476056198,0.8533003255787253,1.0705133824073017
KCR,1.0873829984527283,1.005763264601741,1.133192122729268,1.1103661220711314,1.034975887010572,1.0492901669391883,1.087885651805452,1.098522137462846,0.8838076612413253,1.06936068860514,0.9613090602905434,1.1272338396163786,1.0867969465908909,1.0786986222269828,1.0482435170915603,0.8841343980708216
LAA,0.9395410615932293,0.865283689934305,0.9636748756192904,0.971119145626246,0.9900068894255508,1.0272199429365667,1.180668158110328,1.0232621713453942,1.0693619664833154,0.9855692527063131,1.0128969799031522,1.1929311750465226,1.108910818333793,0.8431771980440418,0.9891698226937314,0.7909449059025817
LAD,0.9323292597952049,0.9949571434734766,0.9394581260321508,0.8782878279963223,0.9600275577022033,0.9610092709287018,0.9177843902465126,0.852216793805731,0.8307921454578996,1.020482350997491,1.070933389467337,1.1732219744174794,0.727446530768731,1.1648649969280587,0.8060413700604622,0.9214101949381176
MIA,0.8818466472090345,0.9085081744473623,0.9394581260321508,0.971119145626246,0.9150585601171819,0.8065177029103506,0.9641756433989507,1.0232621713453942,1.0229733901728177,0.9366909150986641,0.8774786909200543,1.081245704815278,1.0867969465908909,1.026998797406337,1.0895951031700404,0.9680049410222376
MIL,0.8169404310268154,0.8112530842929836,0.8304827528900224,0.9401753730829381,0.8700895625321606,0.8285879269129722,1.0569581497038267,1.0779966921580866,0.9832117533352485,1.0484128296304334,1.0064484899515762,0.8644444978958031,0.9651706520049291,0.9350879977251895,1.0423361476517774,1.0891512808409496
MIN,0.997235475977424,1.1030183547561196,1.0242167495871397,0.9865910318978999,0.9450378918405296,0.8506581509155938,0.9023206391956999,1.0711548770565,0.9500770559706074,0.9855692527063131,1.1547637588378263,0.8513050308097743,0.9651706520049291,0.9121102978049025,1.0364287782119943,1.0891512808409496
NYM,1.04050628676557,0.8760898110625694,1.0605418739678492,1.002062918169554,1.1698828797656362,1.115500838947053,0.8945887636702936,1.0027367260406346,0.8506729638766842,0.8319516202251305,1.0322424497578806,0.9104326326969039,1.014926863426459,1.1246540220675565,0.9714477143743827,0.8934533472876456
NYY,0.8746348454110101,0.865283689934305,0.9878916252064301,0.9092316005396303,0.8251205649471394,0.894798598920837,0.995103145500576,0.9480022052279424,1.1422583006855256,0.9785866330480776,0.9806545301452717,0.9367115668689614,1.1310246900766954,0.8546660480041852,1.0541508865313431,0.8654964996371737
OAK,1.1234420074428502,1.1786612026539698,1.1089753731421284,1.0639504632561696,1.0199862211488984,1.0492901669391883,1.1652044070595153,0.9480022052279424,1.0229733901728177,0.9646213937316064,1.1160728191283698,1.1075246389873354,1.1310246900766954,1.0844430472070545,0.9419108671754683,0.9586859918054136
PHI,0.9287233588961927,0.8868959321908336,0.8062660033028828,0.9247034868112841,1.0799448845955935,1.115500838947053,0.9100525147211063,0.9069513146184232,0.9765848138623203,1.202030462111616,1.064484899515761,1.0089786358421198,0.9872845237478313,1.0614653472867674,1.107317211489389,0.8654964996371737
PIT,1.0837770975537162,1.1354367181409126,1.0605418739678492,1.002062918169554,1.0199862211488984,1.07136039094181,1.0492262741784204,0.9480022052279424,1.1422583006855256,0.9576387740733708,1.0257939598063044,0.9629905010410189,0.9872845237478313,0.8661548979643287,1.0895951031700404,1.0891512808409496
SDP,0.9287233588961927,1.005763264601741,0.9031330016514414,0.7854565103663987,0.9900068894255508,1.0272199429365667,0.9177843902465126,1.0095785411422211,1.1422583006855256,1.0065171116810199,0.793648321549565,0.9892694352130765,0.8103735498046141,0.9810433975657633,0.7351529367830677,1.0052807378895336
SEA,0.9251174579971806,0.9625387800886838,0.9757832504128603,0.9092316005396303,0.8401102308088131,1.0051497189339451,0.9719075189243569,0.9206349448215962,0.9235692980788947,1.1391868851874958,1.0773818794189132,1.0221181029281485,1.048097671040812,0.7455219733828223,0.9478182366152512,1.0891512808409496
SFG,0.9647823678863144,1.005763264601741,0.9152413764450111,0.9247034868112841,1.034975887010572,0.9610092709287018,1.0492262741784204,1.1190475827676056,1.0428542085916024,1.0274649706557266,0.9677575502421195,1.081245704815278,1.1310246900766954,1.0959318971671979,0.9419108671754683,1.0052807378895336
STL,1.0477180885635944,1.0705999913713267,1.0242167495871397,1.0639504632561696,0.9900068894255508,1.0051497189339451,0.9255162657719189,1.0916803223612597,0.8572999033496125,0.9087604364657218,0.8968241607747824,0.9367115668689614,0.9209429085191247,0.9982766725059785,0.9655403449346,1.0891512808409496
TBR,0.9070879535021197,0.9085081744473623,0.8668078772707319,0.9247034868112841,0.9000688942555082,1.0934306149444315,1.0105668965513888,1.0164203562438077,1.0693619664833154,0.8179863809086593,0.7807513416464128,0.7856076953796305,0.9651706520049291,0.9465768476853329,0.9773550838141656,0.9773238902390616
TEX,1.224407232615191,1.0705999913713267,1.2542758706649664,1.2650849847876708,1.1698828797656362,1.115500838947053,0.9641756433989506,0.995894910939048,0.9434501164976792,0.9157430561239573,0.9806545301452717,0.9038628991538894,1.0812684786551654,1.072954197246911,1.0541508865313431,0.9680049410222376
TOR,1.0224767822705092,0.9409265378321552,0.9636748756192904,0.955647259354592,1.1698828797656362,1.115500838947053,0.8095381328908239,0.7153804917740003,0.7777766296744739,0.9366909150986641,1.0064484899515762,0.8775839649818318,1.0425692031050866,0.9178547227849743,1.0305214087722114,1.0891512808409496
WSN,1.080171196654704,1.1678550815257054,1.1210837479356983,1.0794223495278237,1.0049965552872246,0.894798598920837,1.1033494028562647,1.0506294317517404,1.0163464506998896,1.104273786896318,1.1870062085957067,1.0352575700141773,0.9706991199406546,1.1131651721074132,1.148668797567869,1.0332375855400056
