Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
Roberto Peña,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.294,0.341,0.635,0.283,82,,0,0,,0,0,0,,999,sa548359
Jair Camargo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.262,0.386,0.648,0.282,81,,0,0,,0,0,0,,999,sa917333
Stevie Berman,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.289,0.334,0.622,0.279,81,,0,0,,0,0,0,,999,sa873599
Daniel Vellojin,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.294,0.362,0.656,0.292,80,,0,0,,0,0,0,,999,sa3005587
Ryan Gold,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.28,0.357,0.638,0.281,80,,0,0,,0,0,0,,999,sa918639
John Hicks,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.268,0.397,0.665,0.289,83,,0,0,,0,0,0,,999,12547
Kole Cottam,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.293,0.358,0.651,0.288,81,,0,0,,0,0,0,,999,sa3006780
Ricardo Genovés,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.279,0.353,0.632,0.28,79,,0,0,,0,0,0,,999,sa916844
Nick Meyer,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.291,0.306,0.597,0.27,78,,0,0,,0,0,0,,999,sa3007826
Evan Skoug,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.279,0.346,0.625,0.278,79,,0,0,,0,0,0,,999,sa829713
Chadwick Tromp,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.272,0.379,0.651,0.284,79,,0,0,,0,0,0,,999,16953
Brett Cumberland,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.289,0.324,0.613,0.278,78,,0,0,,0,0,0,,999,sa915611
Andres Angulo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.281,0.345,0.626,0.277,78,,0,0,,0,0,0,,999,sa872806
Juan Centeno,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.285,0.357,0.642,0.283,79,,0,0,,0,0,0,,999,7168
Caleb Hamilton,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.29,0.339,0.629,0.282,76,,0,0,,0,0,0,,999,19842
Beau Taylor,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.198,0.297,0.308,0.605,0.275,76,,0,0,,0,0,0,,999,12384
Scott Manea,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.289,0.326,0.614,0.276,77,,0,0,,0,0,0,,999,sa829837
Willians Astudillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.267,0.307,0.428,0.734,0.319,106,,0,0,,0,0,0,,999,15608
Aaron Antonini,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.28,0.326,0.606,0.271,76,,0,0,,0,0,0,,999,sa3010906
Matt Scheffler,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.286,0.307,0.594,0.268,77,,0,0,,0,0,0,,999,sa3014832
Tres Barrera,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.287,0.34,0.627,0.279,77,,0,0,,0,0,0,,999,19977
Drew Millas,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.295,0.323,0.618,0.278,76,,0,0,,0,0,0,,999,sa3014475
Nic Gaddis,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.28,0.309,0.59,0.267,76,,0,0,,0,0,0,,999,sa3009888
Gavin Stupienski,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.276,0.342,0.619,0.274,76,,0,0,,0,0,0,,999,sa913367
Brett Auerbach,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.291,0.378,0.669,0.293,89,,0,0,,0,0,0,,999,sa3014941
J.C. Correa,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.281,0.337,0.619,0.273,76,,0,0,,0,0,0,,999,sa3014823
José Briceño,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.264,0.363,0.627,0.275,76,,0,0,,0,0,0,,999,13151
Alex Avila,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.298,0.324,0.622,0.281,80,,0,0,,0,0,0,,999,7476
Hunter Goodman,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.27,0.312,0.503,0.814,0.349,111,,0,0,,0,0,0,,999,sa3017173
Roberto Alvarez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.23,0.287,0.33,0.616,0.274,75,,0,0,,0,0,0,,999,sa917107
Sebastian Rivero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.274,0.345,0.619,0.273,75,,0,0,,0,0,0,,999,21735
Ryan January,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.179,0.279,0.319,0.599,0.271,74,,0,0,,0,0,0,,999,sa918104
Jhon Nuñez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.275,0.34,0.614,0.272,74,,0,0,,0,0,0,,999,sa736923
Taylor Davis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.301,0.31,0.611,0.275,76,,0,0,,0,0,0,,999,12782
Martin Cervenka,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.274,0.341,0.616,0.273,75,,0,0,,0,0,0,,999,sa492636
Blake Hunt,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.209,0.269,0.324,0.593,0.264,74,,0,0,,0,0,0,,999,sa3004153
Brian Navarreto,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.267,0.353,0.621,0.273,73,,0,0,,0,0,0,,999,16398
Gavin Collins,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.276,0.333,0.609,0.271,74,,0,0,,0,0,0,,999,sa857219
Carter Bins,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.277,0.334,0.611,0.273,73,,0,0,,0,0,0,,999,sa1115884
Ronnie Freeman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.277,0.335,0.612,0.272,74,,0,0,,0,0,0,,999,sa658013
Brent Diaz,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.207,0.273,0.338,0.612,0.272,73,,0,0,,0,0,0,,999,sa3004297
Jonathan Morales,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.244,0.301,0.362,0.664,0.293,73,,0,0,,0,0,0,,999,sa875808
Webster Rivas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.296,0.312,0.608,0.274,75,,0,0,,0,0,0,,999,14636
Melvin Novoa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.268,0.343,0.611,0.27,73,,0,0,,0,0,0,,999,sa827953
James Free,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.224,0.278,0.363,0.642,0.281,73,,0,0,,0,0,0,,999,sa3011156
Jose Alvarez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.277,0.328,0.605,0.268,73,,0,0,,0,0,0,,999,sa3003377
Ivan Gonzalez,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.271,0.34,0.612,0.27,73,,0,0,,0,0,0,,999,sa3010014
Jason Lopez,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.276,0.334,0.609,0.271,72,,0,0,,0,0,0,,999,sa872552
Roldani Baldwin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.265,0.344,0.61,0.269,72,,0,0,,0,0,0,,999,sa828313
Adam Hackenberg,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.273,0.334,0.608,0.27,73,,0,0,,0,0,0,,999,sa3017041
Joe Hudson,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.276,0.339,0.615,0.273,75,,0,0,,0,0,0,,999,14412
Edgar Quero,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.276,0.329,0.606,0.27,72,,0,0,,0,0,0,,999,sa3015239
Tim Federowicz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.274,0.342,0.617,0.273,75,,0,0,,0,0,0,,999,8609
Brady Policelli,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.268,0.334,0.602,0.268,71,,0,0,,0,0,0,,999,sa918279
Bryan Torres,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.286,0.31,0.596,0.267,71,,0,0,,0,0,0,,999,sa885119
Nathan Hickey,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.279,0.339,0.618,0.275,72,,0,0,,0,0,0,,999,sa3017398
Hendrik Clementina,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.257,0.366,0.622,0.272,71,,0,0,,0,0,0,,999,sa828422
José Godoy,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.276,0.333,0.609,0.269,72,,0,0,,0,0,0,,999,15808
Josh Crouch,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.272,0.324,0.596,0.265,71,,0,0,,0,0,0,,999,sa3017370
Chris Bec,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.283,0.299,0.582,0.264,70,,0,0,,0,0,0,,999,sa3006727
Nick Dalesandro,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.285,0.312,0.597,0.267,68,,0,0,,0,0,0,,999,sa3007503
Patrick Bailey,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.273,0.317,0.59,0.264,70,,0,0,,0,0,0,,999,sa3014442
David Sheaffer,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.266,0.337,0.603,0.266,70,,0,0,,0,0,0,,999,sa3006846
Nick Kahle,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.267,0.334,0.601,0.267,69,,0,0,,0,0,0,,999,sa1115979
Jack Conley,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.277,0.324,0.601,0.268,69,,0,0,,0,0,0,,999,sa3006857
Juan Graterol,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.282,0.321,0.603,0.268,71,,0,0,,0,0,0,,999,5398
Miguel Palma,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.26,0.337,0.597,0.264,70,,0,0,,0,0,0,,999,sa3009279
Dom Nuñez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.278,0.327,0.605,0.27,73,,0,0,,0,0,0,,999,15055
Scott Kapers,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.26,0.337,0.597,0.264,70,,0,0,,0,0,0,,999,sa3007013
Elih Marrero,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.29,0.312,0.603,0.271,69,,0,0,,0,0,0,,999,sa3007822
Christian Kelley,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.275,0.319,0.594,0.265,69,,0,0,,0,0,0,,999,sa875583
Eliezer Alfonzo,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.269,0.324,0.592,0.262,69,,0,0,,0,0,0,,999,sa3003262
Hayden Senger,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.263,0.313,0.575,0.256,69,,0,0,,0,0,0,,999,sa3007009
Mickey Gasper,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.231,0.324,0.386,0.71,0.315,106,,0,0,,0,0,0,,999,sa3007747
Wilson Ramos,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.238,0.29,0.372,0.662,0.291,87,,0,0,,0,0,0,,999,1433
Herbert Iser,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.271,0.333,0.604,0.266,68,,0,0,,0,0,0,,999,sa3010679
Nick Ciuffo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.265,0.333,0.598,0.265,69,,0,0,,0,0,0,,999,16291
Tyler Payne,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.267,0.332,0.598,0.264,69,,0,0,,0,0,0,,999,21139
Tyler Cropley,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.272,0.326,0.598,0.266,68,,0,0,,0,0,0,,999,sa3007510
John Ryan Murphy,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.255,0.327,0.582,0.258,63,,0,0,,0,0,0,,999,10346
Anthony Seigler,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.183,0.287,0.277,0.564,0.26,68,,0,0,,0,0,0,,999,sa3006894
C.J. Stubbs,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.251,0.337,0.588,0.26,67,,0,0,,0,0,0,,999,sa3010328
Edgar Cabral,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.269,0.315,0.584,0.262,67,,0,0,,0,0,0,,999,sa738507
Max McDowell,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.281,0.286,0.568,0.259,67,,0,0,,0,0,0,,999,sa875626
Jack Kruger,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.27,0.317,0.587,0.261,67,,0,0,,0,0,0,,999,19634
David García,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.264,0.327,0.591,0.261,67,,0,0,,0,0,0,,999,sa3003197
Chris Herrmann,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.273,0.316,0.589,0.262,67,,0,0,,0,0,0,,999,9284
Dustin Garneau,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.268,0.344,0.612,0.272,74,,0,0,,0,0,0,,999,9433
Darrien Miller,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.272,0.307,0.579,0.262,66,,0,0,,0,0,0,,999,sa3011330
Brandon Valenzuela,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.273,0.292,0.565,0.256,66,,0,0,,0,0,0,,999,sa3005729
Colby Fitch,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.277,0.296,0.573,0.26,66,,0,0,,0,0,0,,999,sa915614
Jon Rosoff,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.209,0.276,0.296,0.573,0.258,66,,0,0,,0,0,0,,999,sa3007635
Brady Lindsly,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.267,0.325,0.592,0.263,66,,0,0,,0,0,0,,999,sa3014942
Will Banfield,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.252,0.335,0.587,0.258,66,,0,0,,0,0,0,,999,sa3007973
Michael Perez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.276,0.347,0.623,0.276,77,,0,0,,0,0,0,,999,12977
Yeiner Fernandez,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.265,0.314,0.58,0.258,66,,0,0,,0,0,0,,999,sa3015182
Zack Collins,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.312,0.365,0.678,0.302,94,,0,0,,0,0,0,,999,19181
Abrahan Gutierrez,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.274,0.307,0.581,0.261,65,,0,0,,0,0,0,,999,sa3004263
Tim Susnara,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.269,0.309,0.578,0.259,65,,0,0,,0,0,0,,999,sa829699
Carlos Martínez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.262,0.323,0.586,0.259,65,,0,0,,0,0,0,,999,sa737214
Noah Cardenas,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.277,0.283,0.56,0.256,65,,0,0,,0,0,0,,999,sa3017624
Kellin Deglan,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.263,0.319,0.582,0.259,65,,0,0,,0,0,0,,999,sa548189
Chris Okey,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.269,0.337,0.606,0.268,71,,0,0,,0,0,0,,999,19245
Chris Betts,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.254,0.324,0.578,0.258,64,,0,0,,0,0,0,,999,sa874791
Dalton Rushing,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.256,0.322,0.578,0.256,64,,0,0,,0,0,0,,999,sa3019892
Jordan Procyshen,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.264,0.315,0.579,0.259,65,,0,0,,0,0,0,,999,sa829345
Renae Martinez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.265,0.308,0.573,0.257,64,,0,0,,0,0,0,,999,sa3004255
Andy Thomas,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.189,0.273,0.289,0.562,0.256,64,,0,0,,0,0,0,,999,sa3016953
Shane McGuire,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.275,0.269,0.544,0.249,64,,0,0,,0,0,0,,999,sa3017284
Jason Castro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.285,0.329,0.613,0.275,76,,0,0,,0,0,0,,999,8722
Collin Theroux,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.176,0.258,0.315,0.573,0.257,64,,0,0,,0,0,0,,999,sa876102
Chris Hudgins,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.256,0.322,0.577,0.257,64,,0,0,,0,0,0,,999,sa829684
Eric Yang,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.282,0.314,0.596,0.268,64,,0,0,,0,0,0,,999,sa1169769
Gianpaul Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.266,0.306,0.572,0.256,63,,0,0,,0,0,0,,999,sa829276
Jose Lobaton,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.271,0.322,0.593,0.265,69,,0,0,,0,0,0,,999,4243
Logan Driscoll,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.189,0.252,0.301,0.553,0.247,63,,0,0,,0,0,0,,999,sa3009882
Jeferson Quero,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.212,0.253,0.329,0.582,0.256,62,,0,0,,0,0,0,,999,sa3015407
Kyle Schmidt,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.259,0.307,0.566,0.252,62,,0,0,,0,0,0,,999,sa3010707
Matt Whatley,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.269,0.293,0.562,0.253,62,,0,0,,0,0,0,,999,sa915868
Eric Rodriguez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.256,0.313,0.569,0.253,61,,0,0,,0,0,0,,999,sa185525
Jake Anchia,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.242,0.315,0.557,0.246,61,,0,0,,0,0,0,,999,sa3006674
Nick Matera,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.256,0.317,0.573,0.256,61,,0,0,,0,0,0,,999,sa3007528
David Bañuelos,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.247,0.319,0.565,0.25,61,,0,0,,0,0,0,,999,sa3004056
Ben Rice,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.25,0.312,0.563,0.251,61,,0,0,,0,0,0,,999,sa3016974
Andres Sosa,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.179,0.268,0.281,0.549,0.251,61,,0,0,,0,0,0,,999,sa3017605
Ronaiker Palma,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.243,0.279,0.346,0.625,0.275,60,,0,0,,0,0,0,,999,sa3005624
Charlie Welch,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.25,0.29,0.54,0.245,60,,0,0,,0,0,0,,999,sa3016858
Nerio Rodriguez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.255,0.305,0.56,0.25,60,,0,0,,0,0,0,,999,sa3003325
Alex Holderbach,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.249,0.318,0.567,0.252,60,,0,0,,0,0,0,,999,sa3006789
Tyler Soderstrom,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.231,0.28,0.403,0.683,0.296,97,,0,0,,0,0,0,,999,sa3014489
Jonathan Lucroy,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.28,0.301,0.582,0.263,67,,0,0,,0,0,0,,999,7870
Arden Pabst,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.24,0.343,0.583,0.255,59,,0,0,,0,0,0,,999,sa858812
Drew Romo,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.279,0.338,0.617,0.272,58,,0,0,,0,0,0,,999,sa3014522
Harrison Wenson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.245,0.316,0.56,0.25,59,,0,0,,0,0,0,,999,sa738936
René Rivera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.262,0.336,0.597,0.264,69,,0,0,,0,0,0,,999,3648
Harry Ford,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.176,0.259,0.27,0.529,0.242,59,,0,0,,0,0,0,,999,sa3017627
Welington Castillo,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.268,0.338,0.606,0.268,69,,0,0,,0,0,0,,999,3256
Cody Freeman,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.255,0.301,0.556,0.249,58,,0,0,,0,0,0,,999,sa3010153
Deon Stafford,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.252,0.305,0.557,0.249,58,,0,0,,0,0,0,,999,sa915865
Angel Lopez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.252,0.305,0.558,0.248,58,,0,0,,0,0,0,,999,sa3004167
Bennett Hostetler,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.252,0.302,0.554,0.246,58,,0,0,,0,0,0,,999,sa3017120
Grant Koch,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.257,0.301,0.558,0.25,58,,0,0,,0,0,0,,999,sa3008180
Javier Guevara,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.258,0.295,0.553,0.249,58,,0,0,,0,0,0,,999,sa872828
Carlos Narvaez,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.177,0.254,0.293,0.547,0.247,58,,0,0,,0,0,0,,999,sa916966
Chance Sisco,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.295,0.345,0.64,0.286,84,,0,0,,0,0,0,,999,15694
Erick Castillo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.207,0.27,0.288,0.558,0.252,60,,0,0,,0,0,0,,999,12990
Straton Podaras,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.257,0.292,0.55,0.249,57,,0,0,,0,0,0,,999,sa3017322
Leonardo Bernal,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.234,0.317,0.551,0.243,57,,0,0,,-0.1,0,0,,999,sa3015773
Chris Rabago,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.263,0.283,0.546,0.248,57,,0,0,,-0.1,0,0,,999,sa829062
Anthony Mulrine,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.189,0.262,0.286,0.549,0.248,56,,0,0,,0,0,0,,999,sa1170373
Roy Morales,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.25,0.325,0.347,0.672,0.299,93,,0,0,,0,0,0,,999,sa829030
Rodrigo Vigil,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.257,0.297,0.555,0.248,57,,0,0,,-0.1,0,0,,999,sa547818
Gunnar Troutwine,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.261,0.282,0.544,0.246,56,,0,0,,-0.1,0,0,,999,sa3006785
Ramon Rodriguez,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.209,0.252,0.299,0.551,0.245,56,,0,0,,-0.1,0,0,,999,sa918698
Logan Brown,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.253,0.301,0.554,0.246,56,,0,0,,-0.1,0,0,,999,sa3006938
Pablo Aliendo,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.252,0.298,0.551,0.246,56,,0,0,,-0.1,0,0,,999,sa3006220
Jay Schuyler,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.262,0.311,0.573,0.256,55,,0,0,,-0.1,0,0,,999,sa3006662
Luis Leon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.252,0.294,0.547,0.245,55,,0,0,,-0.1,0,0,,999,sa917463
Rocky Gale,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.255,0.302,0.557,0.247,57,,0,0,,-0.1,0,0,,999,10533
Jan Mercado,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.246,0.296,0.542,0.242,55,,0,0,,-0.1,0,0,,999,sa3005152
Pat Winkel,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.248,0.292,0.54,0.241,55,,0,0,,-0.1,0,0,,999,sa3017556
Eli Wilson,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.255,0.292,0.547,0.245,55,,0,0,,-0.1,0,0,,999,sa918961
Bryant Betancourt,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.259,0.345,0.604,0.266,54,,0,0,,-0.1,0,0,,999,sa3015846
Braxton Fulford,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.266,0.335,0.601,0.266,54,,0,0,,-0.1,0,0,,999,sa3017164
Kevan Smith,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.269,0.298,0.567,0.253,61,,0,0,,0,0,0,,999,12284
Bryan Holaday,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.266,0.312,0.578,0.259,65,,0,0,,0,0,0,,999,11287
Jaxx Groshans,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.249,0.292,0.541,0.243,54,,0,0,,-0.1,0,0,,999,sa3010160
Carlos Soto,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.252,0.289,0.54,0.243,54,,0,0,,-0.1,0,0,,999,sa900974
